,genero,edad,ciudad,fecha_registro,fecha_pedido,nombre_restaurante,nombre_plato,categoria,cantidad,precio,metodo_pago,frecuencia_pedidos,fecha_ultimo_pedido,puntos_fidelidad,abandono,calificacion,fecha_calificacion,estado_entrega
1628,Other,Adult,Lahore,2025-10-05,2024-06-03,Subway,Fries,Fast Food,1,1022.37,Wallet,12,2025-05-23,114,Active,2,2025-03-25,Delayed
1629,Male,Senior,Peshawar,2023-07-10,2024-07-03,Pizza Hut,Burger,Dessert,5,250.31,Cash,30,2025-11-03,457,Inactive,1,2024-11-26,Delivered
1630,Male,Senior,Islamabad,2025-04-24,2024-07-03,Burger King,Burger,Continental,2,765.84,Cash,48,2024-11-29,252,Active,5,2024-12-11,Delayed
1631,Female,Adult,Lahore,2025-06-26,2024-07-03,Subway,Burger,Chinese,2,897.87,Card,7,2024-10-21,488,Inactive,5,2024-03-12,Delayed
1632,Male,Senior,Islamabad,2025-01-07,2024-07-03,Pizza Hut,Fries,Fast Food,1,505.39,Wallet,13,2024-05-12,339,Active,5,2024-12-21,Delayed
1633,Female,Adult,Lahore,2025-09-02,2024-07-03,Burger King,Sandwich,Fast Food,5,841.45,Card,14,2024-01-10,371,Active,2,2025-02-06,Cancelled
1634,Other,Teenager,Lahore,2023-08-09,2024-07-03,Burger King,Sandwich,Dessert,4,491.56,Wallet,42,2024-09-15,210,Active,1,2024-11-19,Delayed
1635,Male,Adult,Lahore,2023-12-15,2024-07-03,Burger King,Sandwich,Italian,3,766.13,Cash,30,2025-06-19,161,Active,2,2025-02-03,Cancelled
1636,Male,Teenager,Multan,2023-10-17,2024-07-03,KFC,Fries,Continental,4,579.83,Cash,43,2024-09-16,219,Inactive,3,2024-11-25,Cancelled
1637,Male,Adult,Karachi,2024-04-21,2024-07-03,McDonald's,Pizza,Dessert,1,591.59,Card,7,2025-06-16,417,Active,1,2025-04-19,Cancelled
1638,Other,Adult,Lahore,2024-04-08,2024-07-03,Burger King,Pasta,Chinese,1,141.27,Card,46,2025-03-07,356,Active,2,2025-03-19,Cancelled
1639,Female,Adult,Islamabad,2024-07-18,2024-07-03,Pizza Hut,Sandwich,Fast Food,4,878.72,Wallet,9,2024-01-12,112,Inactive,5,2024-02-12,Cancelled
1640,Male,Teenager,Lahore,2024-12-08,2024-08-03,McDonald's,Pasta,Italian,5,1004.32,Wallet,39,2025-02-18,332,Active,3,2025-02-19,Delivered
1641,Male,Teenager,Islamabad,2024-01-15,2024-08-03,Pizza Hut,Sandwich,Fast Food,5,1498.93,Cash,12,2025-04-28,304,Inactive,3,2025-04-17,Cancelled
1642,Female,Teenager,Lahore,2024-09-28,2024-08-03,McDonald's,Pizza,Fast Food,5,910.35,Cash,39,2024-07-12,293,Active,4,2024-09-13,Cancelled
1643,Other,Adult,Karachi,2024-08-27,2024-08-03,McDonald's,Sandwich,Continental,3,814.98,Card,19,2025-11-04,135,Active,1,2025-06-17,Delayed
1644,Other,Teenager,Peshawar,2024-05-19,2024-08-03,McDonald's,Sandwich,Chinese,4,1090.41,Card,32,2024-07-11,5,Active,2,2024-02-12,Delayed
1645,Female,Adult,Islamabad,2025-04-19,2024-08-03,McDonald's,Sandwich,Dessert,2,1411.14,Card,19,2025-02-14,459,Inactive,2,2025-06-26,Delivered
1646,Male,Adult,Lahore,2024-10-05,2024-08-03,McDonald's,Fries,Chinese,2,1343.37,Cash,33,2024-12-09,83,Active,2,2025-04-07,Cancelled
1647,Male,Teenager,Multan,2025-05-29,2024-08-03,Burger King,Pasta,Chinese,4,1034.14,Wallet,13,2025-06-28,218,Inactive,3,2025-03-07,Delivered
1648,Female,Senior,Multan,2024-04-19,2024-09-03,Subway,Sandwich,Italian,3,1453.8,Card,33,2025-02-26,416,Active,5,2024-01-11,Delivered
1649,Other,Teenager,Lahore,2025-03-08,2024-09-03,Subway,Burger,Dessert,4,1424.14,Cash,11,2024-12-12,31,Active,2,2025-07-13,Cancelled
1650,Other,Senior,Karachi,2024-02-25,2024-09-03,Pizza Hut,Burger,Continental,1,495.9,Wallet,13,2025-07-22,361,Inactive,1,2024-08-29,Cancelled
1651,Male,Senior,Islamabad,2023-05-12,2024-09-03,KFC,Pizza,Fast Food,1,533.92,Card,2,2025-08-07,303,Active,4,2024-08-28,Delayed
1652,Male,Senior,Peshawar,2025-04-04,2024-09-03,McDonald's,Fries,Italian,1,1208.35,Cash,22,2025-02-24,315,Inactive,5,2025-01-21,Cancelled
1653,Other,Teenager,Peshawar,2025-02-27,2024-09-03,McDonald's,Sandwich,Chinese,4,1437.92,Cash,42,2024-02-10,217,Active,5,2024-09-12,Cancelled
1654,Other,Adult,Peshawar,2025-06-13,2024-09-03,Burger King,Burger,Fast Food,1,424.96,Card,17,2025-10-03,376,Active,2,2025-05-07,Delayed
1655,Female,Teenager,Islamabad,2024-11-08,2024-09-03,KFC,Sandwich,Chinese,1,106.7,Card,11,2024-10-25,103,Inactive,3,2024-02-10,Delayed
1656,Female,Senior,Multan,2024-08-11,2024-09-03,Burger King,Pasta,Italian,4,1081.79,Cash,11,2024-10-19,81,Inactive,1,2024-10-10,Delivered
1657,Other,Adult,Peshawar,2024-08-10,2024-09-03,Subway,Pasta,Fast Food,1,951.59,Wallet,29,2025-06-17,277,Inactive,5,2024-08-10,Delivered
1658,Other,Teenager,Peshawar,2025-05-25,2024-09-03,Pizza Hut,Burger,Chinese,3,735.16,Cash,1,2025-07-18,413,Active,5,2025-09-04,Delivered
1659,Male,Senior,Lahore,2024-02-02,2024-09-03,Burger King,Fries,Dessert,5,1252.97,Wallet,3,2024-09-21,206,Inactive,5,2024-10-18,Delivered
1660,Female,Adult,Karachi,2023-04-11,2024-10-03,McDonald's,Pizza,Continental,2,1175.65,Cash,40,2024-10-27,248,Active,3,2025-07-03,Delivered
1661,Other,Teenager,Islamabad,2025-12-03,2024-10-03,Pizza Hut,Pizza,Fast Food,3,550.56,Card,9,2025-12-03,111,Active,1,2025-06-19,Delivered
1662,Other,Teenager,Karachi,2024-07-26,2024-11-03,McDonald's,Sandwich,Dessert,4,636.22,Card,41,2025-09-03,278,Active,1,2025-04-22,Delayed
1663,Other,Teenager,Lahore,2024-08-08,2024-11-03,Subway,Pasta,Dessert,5,440.01,Cash,27,2025-06-03,261,Inactive,1,2024-01-11,Cancelled
1664,Female,Teenager,Peshawar,2024-06-06,2024-11-03,Pizza Hut,Fries,Italian,5,370.2,Card,24,2024-10-12,379,Active,1,2025-03-26,Cancelled
1665,Male,Senior,Karachi,2023-12-21,2024-12-03,KFC,Pizza,Fast Food,5,589.58,Cash,36,2025-07-30,263,Active,3,2024-11-11,Delivered
1666,Female,Senior,Lahore,2025-02-01,2024-12-03,Pizza Hut,Pasta,Italian,3,922.08,Cash,11,2024-12-11,140,Inactive,4,2024-12-31,Delayed
1667,Female,Adult,Karachi,2024-12-12,2024-12-03,Burger King,Pizza,Chinese,5,437.22,Card,5,2025-08-01,34,Active,5,2024-09-27,Delayed
1668,Female,Senior,Islamabad,2024-04-23,2024-12-03,Subway,Pasta,Dessert,4,640.27,Wallet,23,2025-09-02,385,Inactive,5,2025-11-05,Delivered
1669,Other,Adult,Karachi,2024-07-23,2024-12-03,Subway,Fries,Continental,2,674.2,Card,15,2025-01-15,187,Active,1,2025-08-06,Cancelled
1670,Other,Adult,Peshawar,2024-01-18,2024-12-03,KFC,Burger,Fast Food,3,387.37,Card,29,2024-11-22,437,Inactive,1,2024-09-26,Cancelled
1671,Female,Senior,Islamabad,2023-06-11,2024-12-03,KFC,Pizza,Dessert,5,169.82,Cash,23,2024-12-19,153,Inactive,4,2025-06-23,Delayed
1672,Male,Teenager,Peshawar,2024-05-05,2024-12-03,Subway,Sandwich,Italian,2,1420.8,Wallet,12,2024-10-31,93,Inactive,5,2025-07-16,Delayed
1673,Female,Adult,Lahore,2025-05-03,2024-03-13,Burger King,Pizza,Fast Food,2,173.07,Wallet,38,2025-06-06,426,Active,1,2024-12-25,Cancelled
1674,Other,Senior,Peshawar,2024-05-24,2024-03-13,Subway,Sandwich,Italian,1,609.51,Cash,47,2025-03-18,159,Active,4,2025-07-29,Delayed
1675,Other,Adult,Islamabad,2024-08-05,2024-03-13,Burger King,Fries,Dessert,1,613.12,Card,3,2024-08-25,124,Active,1,2025-07-08,Delivered
1676,Other,Adult,Islamabad,2024-09-10,2024-03-13,McDonald's,Pizza,Continental,2,906.52,Card,13,2025-05-13,1,Active,3,2025-06-07,Cancelled
1677,Female,Senior,Lahore,2025-12-03,2024-03-13,McDonald's,Sandwich,Italian,4,1304.46,Card,10,2025-07-13,235,Active,3,2025-04-25,Delivered
1678,Male,Adult,Multan,2023-12-15,2024-03-13,McDonald's,Burger,Dessert,5,841.97,Cash,11,2025-01-27,338,Inactive,5,2025-08-20,Delivered
1679,Other,Teenager,Multan,2024-10-01,2024-03-13,KFC,Sandwich,Chinese,5,831.37,Card,3,2024-10-27,52,Active,4,2025-04-04,Cancelled
1680,Other,Teenager,Karachi,2023-08-22,2024-03-13,Subway,Pasta,Continental,1,552.93,Card,20,2025-06-29,331,Active,4,2025-02-14,Delayed
1681,Female,Adult,Lahore,2025-08-15,2024-03-14,Pizza Hut,Pasta,Dessert,1,326.45,Card,34,2025-05-31,102,Active,3,2025-03-01,Cancelled
1682,Female,Adult,Karachi,2024-09-30,2024-03-14,Subway,Pizza,Italian,3,846.31,Wallet,18,2024-10-13,448,Active,5,2025-06-08,Delayed
1683,Male,Teenager,Peshawar,2024-11-27,2024-03-14,Pizza Hut,Pizza,Italian,4,754.14,Cash,49,2025-03-04,89,Inactive,4,2025-08-21,Delayed
1684,Female,Senior,Multan,2024-12-10,2024-03-14,Subway,Burger,Fast Food,4,1100.18,Cash,12,2025-07-03,368,Active,5,2025-07-27,Delivered
1685,Male,Adult,Lahore,2024-06-23,2024-03-14,Burger King,Pasta,Continental,4,1052.58,Card,47,2024-12-17,75,Inactive,5,2025-04-20,Delayed
1686,Female,Adult,Multan,2024-12-24,2024-03-14,Subway,Burger,Chinese,5,607.17,Card,10,2024-12-20,293,Active,3,2024-07-12,Delayed
1687,Male,Senior,Multan,2024-05-25,2024-03-14,Pizza Hut,Fries,Italian,4,918.48,Cash,42,2024-11-12,99,Inactive,3,2024-11-11,Cancelled
1688,Other,Teenager,Lahore,2023-08-10,2024-03-14,Burger King,Fries,Italian,1,1477.97,Cash,38,2025-09-04,154,Inactive,2,2024-11-10,Delivered
1689,Male,Teenager,Peshawar,2024-06-26,2024-03-15,Subway,Pasta,Chinese,3,1320.57,Wallet,46,2025-04-27,273,Active,1,2024-03-12,Cancelled
1690,Male,Teenager,Islamabad,2023-10-25,2024-03-15,KFC,Pasta,Chinese,3,1355.75,Card,21,2024-11-21,161,Inactive,3,2025-02-25,Cancelled
1691,Male,Teenager,Multan,2024-10-18,2024-03-15,KFC,Sandwich,Italian,2,1092.53,Card,19,2025-04-02,500,Active,1,2024-03-10,Delivered
1692,Male,Senior,Karachi,2024-06-17,2024-03-15,KFC,Burger,Fast Food,5,1233.15,Cash,25,2025-10-03,347,Active,4,2025-02-06,Cancelled
1693,Other,Teenager,Islamabad,2024-12-20,2024-03-15,McDonald's,Pasta,Italian,2,1321.33,Wallet,33,2025-04-27,160,Inactive,2,2024-09-19,Delivered
1694,Female,Adult,Lahore,2025-02-08,2024-03-15,Subway,Sandwich,Continental,3,639.15,Card,13,2025-03-05,328,Active,2,2025-06-15,Delivered
1695,Female,Teenager,Lahore,2025-04-06,2024-03-15,Pizza Hut,Sandwich,Continental,4,351.19,Card,37,2024-07-12,369,Active,3,2025-01-03,Delayed
1696,Male,Adult,Lahore,2024-08-02,2024-03-15,Burger King,Sandwich,Continental,5,108.79,Card,41,2025-05-06,290,Active,2,2025-01-23,Cancelled
1697,Female,Teenager,Karachi,2024-07-04,2024-03-16,Subway,Sandwich,Dessert,2,1375.22,Cash,8,2024-12-11,27,Active,3,2025-07-21,Delivered
1698,Male,Senior,Lahore,2024-02-13,2024-03-16,KFC,Fries,Continental,3,457.71,Card,11,2024-08-10,40,Active,2,2025-06-05,Cancelled
1699,Male,Teenager,Islamabad,2025-01-14,2024-03-16,Subway,Fries,Italian,4,1103.42,Cash,7,2025-03-31,276,Inactive,4,2025-03-25,Cancelled
1700,Other,Teenager,Peshawar,2024-04-10,2024-03-16,KFC,Pasta,Chinese,1,135.21,Cash,21,2025-01-27,279,Active,5,2024-12-15,Delivered
1701,Female,Adult,Islamabad,2025-04-06,2024-03-16,KFC,Pasta,Continental,5,1196.75,Wallet,24,2024-11-20,262,Active,3,2024-09-16,Delivered
1702,Other,Teenager,Lahore,2024-10-06,2024-03-16,Subway,Pizza,Fast Food,1,798.27,Card,29,2025-12-05,295,Active,4,2025-05-24,Delivered
1703,Female,Senior,Islamabad,2025-08-13,2024-03-16,Pizza Hut,Pizza,Italian,5,1190.82,Cash,40,2024-08-25,66,Inactive,4,2024-08-25,Delivered
1704,Male,Adult,Multan,2024-10-03,2024-03-17,Subway,Pizza,Fast Food,5,1415.19,Cash,40,2025-06-04,19,Inactive,5,2024-09-26,Delayed
1705,Male,Senior,Islamabad,2025-02-06,2024-03-17,Subway,Burger,Italian,2,259.39,Wallet,27,2024-09-26,449,Inactive,3,2024-04-10,Delayed
1706,Female,Senior,Multan,2024-07-22,2024-03-17,McDonald's,Pizza,Fast Food,5,230.58,Card,36,2025-07-22,485,Inactive,3,2024-08-29,Delivered
1707,Female,Adult,Multan,2023-05-12,2024-03-17,Subway,Pizza,Fast Food,4,590.66,Card,2,2025-04-17,387,Active,2,2024-02-10,Delayed
1708,Other,Senior,Karachi,2025-04-18,2024-03-17,Pizza Hut,Burger,Italian,3,1036.96,Wallet,28,2025-06-20,395,Inactive,4,2025-12-04,Delivered
1709,Other,Senior,Islamabad,2024-03-12,2024-03-17,McDonald's,Sandwich,Dessert,1,1373.35,Wallet,40,2024-11-26,334,Active,1,2025-02-20,Delivered
1710,Male,Senior,Karachi,2023-04-09,2024-03-17,Subway,Fries,Dessert,2,387.95,Wallet,47,2025-06-05,347,Inactive,2,2024-05-12,Delivered
1711,Female,Adult,Multan,2024-11-26,2024-03-17,Subway,Fries,Fast Food,2,665.96,Card,18,2025-07-19,265,Inactive,4,2024-08-11,Delayed
1712,Other,Senior,Multan,2023-09-25,2024-03-17,Burger King,Pasta,Continental,5,1215.95,Cash,31,2025-03-21,29,Inactive,4,2025-08-04,Cancelled
1713,Other,Teenager,Peshawar,2024-09-23,2024-03-18,KFC,Sandwich,Italian,1,609.81,Wallet,12,2025-08-21,80,Active,3,2025-07-03,Delivered
1714,Female,Adult,Multan,2024-02-03,2024-03-18,Subway,Burger,Fast Food,3,345.92,Cash,20,2024-09-24,352,Active,4,2024-01-10,Cancelled
1715,Female,Adult,Peshawar,2024-05-02,2024-03-18,Subway,Pasta,Chinese,3,1037.31,Cash,42,2024-05-09,88,Inactive,2,2025-03-17,Delivered
1716,Female,Teenager,Multan,2023-10-11,2024-03-18,Subway,Pasta,Fast Food,4,1302.37,Cash,10,2025-03-23,247,Inactive,2,2025-05-30,Cancelled
1717,Male,Adult,Islamabad,2023-11-24,2024-03-18,KFC,Burger,Fast Food,4,880.77,Wallet,32,2025-08-13,335,Inactive,3,2024-12-16,Cancelled
1718,Male,Adult,Karachi,2025-06-14,2024-03-18,Subway,Pizza,Chinese,1,632.37,Card,49,2025-07-08,353,Active,5,2025-01-16,Delayed
1719,Male,Teenager,Islamabad,2024-06-29,2024-03-18,KFC,Fries,Italian,1,466.39,Card,20,2025-08-02,282,Inactive,4,2025-04-02,Delivered
1720,Female,Senior,Lahore,2024-10-10,2024-03-18,Subway,Pasta,Fast Food,3,662.32,Card,27,2025-05-25,134,Active,3,2025-04-30,Delivered
1721,Other,Adult,Multan,2024-04-26,2024-03-19,McDonald's,Fries,Chinese,2,1219.27,Wallet,4,2024-12-28,330,Active,4,2025-06-27,Cancelled
1722,Male,Adult,Islamabad,2025-12-04,2024-03-19,Pizza Hut,Sandwich,Continental,4,910.65,Cash,37,2025-03-06,468,Inactive,1,2024-11-09,Delayed
1723,Male,Teenager,Multan,2025-03-19,2024-03-19,McDonald's,Fries,Dessert,5,267.73,Cash,32,2024-10-16,283,Active,3,2024-05-11,Cancelled
1724,Female,Adult,Multan,2024-02-24,2024-03-19,Pizza Hut,Sandwich,Continental,4,181.72,Cash,10,2025-05-23,213,Active,3,2025-10-04,Delayed
1725,Female,Teenager,Peshawar,2024-12-16,2024-03-19,McDonald's,Pasta,Continental,5,696.94,Wallet,7,2024-08-09,12,Active,1,2025-02-24,Delivered
1726,Male,Adult,Lahore,2025-04-08,2024-03-19,KFC,Burger,Chinese,3,702.15,Wallet,50,2024-08-10,167,Inactive,4,2024-08-12,Cancelled
1727,Other,Adult,Karachi,2025-02-28,2024-03-19,Pizza Hut,Pizza,Chinese,3,322.95,Cash,11,2025-09-01,166,Inactive,3,2025-07-26,Delivered
1728,Male,Adult,Peshawar,2023-09-16,2024-03-20,Burger King,Pizza,Chinese,5,1292.82,Card,19,2024-11-19,64,Inactive,1,2025-04-25,Delayed
1729,Male,Adult,Peshawar,2023-07-12,2024-03-20,Pizza Hut,Pasta,Dessert,4,343.08,Cash,6,2024-09-09,109,Active,1,2025-04-03,Delivered
1730,Other,Adult,Peshawar,2024-09-26,2024-03-20,McDonald's,Burger,Dessert,4,514.51,Card,5,2025-03-23,77,Inactive,1,2024-11-18,Cancelled
1731,Other,Teenager,Lahore,2024-04-09,2024-03-20,KFC,Pizza,Italian,1,754.68,Wallet,11,2025-03-15,329,Active,1,2024-12-15,Cancelled
1732,Male,Teenager,Multan,2025-02-25,2024-03-20,McDonald's,Pasta,Dessert,3,1274.73,Wallet,48,2024-01-11,415,Active,5,2025-06-17,Cancelled
1733,Other,Adult,Peshawar,2024-01-05,2024-03-20,Subway,Pasta,Chinese,3,1404.24,Wallet,23,2025-05-25,350,Inactive,4,2025-07-19,Cancelled
1734,Other,Senior,Karachi,2024-05-31,2024-03-21,Burger King,Burger,Italian,5,249.79,Card,16,2024-10-11,236,Inactive,5,2025-09-05,Delayed
1735,Other,Adult,Peshawar,2023-11-25,2024-03-21,Pizza Hut,Pasta,Fast Food,2,1350.08,Cash,8,2024-10-25,28,Inactive,3,2025-05-19,Delivered
1736,Female,Adult,Islamabad,2024-02-24,2024-03-21,McDonald's,Burger,Italian,4,716.08,Cash,34,2025-05-30,136,Active,4,2025-04-04,Cancelled
1737,Male,Adult,Lahore,2025-04-07,2024-03-21,Pizza Hut,Pizza,Chinese,4,264.66,Card,21,2024-11-11,321,Active,5,2025-05-24,Delayed
1738,Female,Senior,Lahore,2025-02-04,2024-03-21,McDonald's,Sandwich,Italian,2,566.9,Wallet,32,2025-01-14,243,Active,1,2025-10-01,Delayed
1739,Female,Senior,Lahore,2025-02-13,2024-03-21,Pizza Hut,Burger,Continental,1,1029.2,Card,37,2025-08-13,200,Inactive,3,2024-09-26,Delivered
1740,Male,Teenager,Karachi,2024-04-28,2024-03-22,Pizza Hut,Pasta,Fast Food,1,663.09,Cash,39,2024-09-18,327,Inactive,5,2024-11-23,Delivered
1741,Male,Teenager,Multan,2025-11-06,2024-03-22,Burger King,Fries,Chinese,1,693.19,Card,17,2025-08-19,495,Inactive,5,2025-06-22,Cancelled
1742,Other,Teenager,Lahore,2024-10-21,2024-03-22,Pizza Hut,Sandwich,Dessert,1,856.76,Cash,41,2025-06-25,214,Inactive,3,2025-01-18,Cancelled
1743,Male,Adult,Islamabad,2025-05-07,2024-03-22,Burger King,Sandwich,Continental,1,885.37,Card,5,2025-04-23,148,Active,3,2025-02-20,Delayed
1744,Female,Teenager,Peshawar,2024-08-16,2024-03-22,KFC,Pasta,Continental,1,540.87,Cash,33,2024-11-14,438,Inactive,2,2025-11-03,Cancelled
1745,Male,Adult,Peshawar,2025-02-18,2024-03-22,Burger King,Pasta,Chinese,3,1147.9,Wallet,50,2025-07-30,257,Active,4,2024-06-12,Delayed
1746,Male,Senior,Lahore,2023-09-17,2024-03-22,McDonald's,Burger,Chinese,3,559.13,Cash,17,2025-12-01,306,Active,5,2025-03-23,Cancelled
1747,Male,Teenager,Islamabad,2025-07-28,2024-03-22,KFC,Burger,Dessert,2,761.89,Card,47,2024-10-28,479,Active,4,2025-07-13,Delayed
1748,Other,Adult,Karachi,2024-01-15,2024-03-22,Pizza Hut,Fries,Continental,1,380.58,Card,19,2024-09-29,8,Inactive,3,2025-01-19,Delivered
1749,Male,Adult,Karachi,2025-02-16,2024-03-23,KFC,Burger,Continental,5,301.69,Wallet,46,2025-08-17,367,Active,2,2025-01-31,Cancelled
1750,Other,Senior,Peshawar,2024-01-08,2024-03-23,Burger King,Burger,Dessert,2,1469.53,Wallet,20,2025-01-04,76,Inactive,2,2025-10-08,Delayed
1751,Male,Adult,Lahore,2023-08-11,2024-03-23,Pizza Hut,Pasta,Dessert,2,265.29,Cash,30,2025-05-17,383,Active,2,2025-04-15,Cancelled
1752,Other,Teenager,Islamabad,2023-05-12,2024-03-23,Subway,Burger,Dessert,3,1248.99,Wallet,49,2025-08-20,372,Inactive,5,2025-05-26,Delivered
1753,Other,Adult,Karachi,2024-05-08,2024-03-23,Burger King,Burger,Continental,1,238.13,Cash,15,2025-01-16,451,Active,1,2025-01-19,Delivered
1754,Female,Teenager,Multan,2023-11-18,2024-03-23,McDonald's,Burger,Italian,5,1269.83,Card,4,2024-12-24,259,Inactive,3,2024-11-09,Cancelled
1755,Male,Adult,Multan,2025-06-30,2024-03-23,McDonald's,Fries,Dessert,5,541.95,Card,26,2025-07-25,444,Active,1,2024-12-21,Delivered
1756,Male,Teenager,Lahore,2024-08-06,2024-03-23,Subway,Fries,Dessert,2,649.95,Cash,24,2025-04-21,125,Inactive,4,2025-12-02,Cancelled
1757,Other,Senior,Peshawar,2024-09-20,2024-03-23,Subway,Burger,Continental,4,347.58,Card,21,2025-08-14,101,Active,4,2024-12-10,Delivered
1758,Male,Adult,Karachi,2024-03-24,2024-03-23,KFC,Pizza,Dessert,1,486.5,Card,29,2025-05-05,305,Inactive,5,2025-11-07,Delayed
1759,Male,Adult,Peshawar,2025-03-15,2024-03-23,Subway,Fries,Italian,5,1038.7,Wallet,38,2025-09-07,431,Inactive,4,2025-06-20,Delivered
1760,Female,Adult,Peshawar,2024-08-26,2024-03-23,Pizza Hut,Pizza,Dessert,4,648.86,Card,24,2025-06-16,289,Active,4,2024-08-22,Delivered
1761,Male,Senior,Peshawar,2024-08-20,2024-03-23,McDonald's,Burger,Chinese,1,1013.21,Cash,4,2025-03-30,45,Active,4,2024-11-25,Delayed
1762,Female,Senior,Lahore,2023-08-22,2024-03-24,Pizza Hut,Pasta,Italian,3,344.33,Wallet,9,2024-03-11,348,Active,5,2024-09-17,Delivered
1763,Other,Senior,Multan,2025-07-16,2024-03-24,KFC,Fries,Continental,4,1311.76,Wallet,14,2024-05-12,130,Active,5,2025-08-06,Delivered
1764,Female,Adult,Islamabad,2023-02-10,2024-03-24,KFC,Burger,Fast Food,3,1312.89,Cash,1,2024-08-26,24,Active,3,2024-11-12,Delivered
1765,Male,Adult,Peshawar,2024-02-26,2024-03-24,Subway,Sandwich,Italian,1,478.89,Cash,1,2025-05-03,211,Active,2,2024-07-12,Cancelled
1766,Male,Adult,Lahore,2024-07-18,2024-03-24,Pizza Hut,Sandwich,Continental,1,781.67,Cash,19,2024-01-12,372,Inactive,3,2025-11-06,Cancelled
1767,Female,Teenager,Multan,2024-06-30,2024-03-24,KFC,Burger,Continental,3,1200.85,Wallet,28,2025-04-18,26,Inactive,1,2025-03-21,Delayed
1768,Other,Adult,Islamabad,2025-09-07,2024-03-24,McDonald's,Burger,Dessert,3,1388.46,Cash,31,2024-07-12,151,Inactive,3,2025-06-15,Delivered
1769,Male,Adult,Islamabad,2023-09-21,2024-03-25,Pizza Hut,Pizza,Fast Food,2,608.73,Wallet,20,2024-12-09,210,Inactive,3,2025-01-02,Delivered
1770,Other,Senior,Lahore,2023-03-10,2024-03-25,Subway,Pizza,Fast Food,3,543.45,Wallet,46,2024-07-11,257,Active,1,2024-05-10,Delivered
1771,Other,Teenager,Lahore,2025-09-03,2024-03-25,Burger King,Burger,Fast Food,3,997.42,Card,7,2025-04-14,383,Inactive,4,2024-11-13,Cancelled
1772,Female,Teenager,Islamabad,2025-11-05,2024-03-25,Burger King,Fries,Chinese,1,1049.77,Cash,36,2025-06-19,472,Inactive,1,2024-11-24,Delivered
1773,Other,Senior,Lahore,2024-07-28,2024-03-25,Subway,Pizza,Chinese,5,1375.95,Cash,23,2025-10-03,53,Active,4,2024-08-21,Delivered
1774,Other,Senior,Lahore,2023-09-13,2024-03-25,KFC,Pizza,Chinese,2,487.09,Card,17,2024-09-21,0,Active,3,2025-04-01,Delayed
1775,Male,Adult,Karachi,2025-06-20,2024-03-26,Burger King,Fries,Italian,3,486.22,Card,5,2025-04-17,469,Inactive,5,2024-06-12,Delayed
1776,Other,Senior,Peshawar,2025-05-07,2024-03-26,Subway,Pasta,Italian,2,602.47,Cash,25,2024-09-28,320,Inactive,4,2025-01-30,Cancelled
1777,Male,Adult,Islamabad,2024-04-01,2024-03-26,KFC,Pizza,Continental,2,178.58,Cash,29,2025-09-02,35,Inactive,1,2025-08-04,Delivered
1778,Female,Teenager,Islamabad,2023-12-15,2024-03-26,Pizza Hut,Sandwich,Dessert,3,729.52,Cash,21,2025-05-30,69,Active,2,2025-08-20,Cancelled
1779,Other,Senior,Multan,2024-02-28,2024-03-27,Burger King,Fries,Continental,2,811.36,Cash,22,2024-04-10,14,Active,1,2025-06-27,Delivered
1780,Other,Senior,Islamabad,2023-10-13,2024-03-27,Pizza Hut,Burger,Chinese,4,620.96,Card,17,2025-08-21,206,Active,2,2025-09-04,Cancelled
1781,Male,Senior,Islamabad,2025-05-23,2024-03-27,Pizza Hut,Burger,Dessert,2,1004.76,Cash,5,2025-01-23,111,Inactive,5,2024-09-22,Cancelled
1782,Female,Adult,Multan,2023-09-21,2024-03-27,KFC,Fries,Dessert,5,526.51,Card,23,2024-07-11,235,Inactive,2,2025-04-19,Delivered
1783,Female,Teenager,Multan,2025-05-16,2024-03-27,McDonald's,Pizza,Continental,1,703.07,Wallet,8,2025-04-23,51,Inactive,5,2025-07-21,Delayed
1784,Male,Adult,Peshawar,2025-07-14,2024-03-27,Burger King,Pizza,Continental,3,481.97,Card,49,2025-02-28,314,Active,1,2024-11-29,Delivered
1785,Female,Senior,Multan,2024-02-21,2024-03-27,KFC,Pizza,Fast Food,4,238.95,Cash,15,2025-06-24,382,Inactive,2,2024-02-12,Delivered
1786,Other,Senior,Karachi,2025-01-03,2024-03-27,KFC,Burger,Chinese,3,957.8,Cash,38,2025-02-19,315,Inactive,5,2025-07-03,Cancelled
1787,Other,Adult,Islamabad,2024-06-17,2024-03-28,Subway,Pasta,Italian,1,231.35,Wallet,6,2024-07-10,247,Active,2,2025-05-07,Delivered
1788,Female,Teenager,Karachi,2024-10-16,2024-03-28,McDonald's,Sandwich,Continental,4,128.63,Cash,23,2024-11-28,154,Active,5,2024-11-15,Delayed
1789,Other,Teenager,Karachi,2025-06-19,2024-03-28,Burger King,Burger,Chinese,2,284.9,Wallet,32,2025-03-14,289,Active,4,2025-12-04,Delivered
1790,Male,Teenager,Multan,2024-01-13,2024-03-28,Pizza Hut,Pizza,Dessert,1,1316.01,Cash,28,2025-11-01,215,Active,4,2024-09-30,Delivered
1791,Male,Teenager,Islamabad,2023-04-12,2024-03-28,McDonald's,Fries,Fast Food,2,816.36,Card,13,2025-08-03,450,Inactive,5,2024-10-25,Delivered
1792,Female,Adult,Lahore,2024-05-22,2024-03-28,McDonald's,Fries,Italian,2,787.92,Wallet,33,2025-09-06,212,Active,3,2025-03-30,Cancelled
