,temp_ambiente,presion_ambiente,humedad_ambiente,diferencia_presion_filtro_aire,presion_escape_turbina,temperatura_entrada_turbina,temperatura_salida_turbina,presion_descarga_comprensor,monoxido_carbono,oxido_nitrogeno,rendimiento_turbina
16743,6.4547,1010.3,97.665,2.8666,21.225,1066.7,548.74,11.035,5.7735,111.35,120.96
12820,26.625,1011.8,64.008,4.016,25.833,1093.0,550.18,12.056,0.13646,60.569,133.77
10886,23.125,1012.3,82.352,3.3137,21.831,1070.2,550.24,11.095,1.5437,59.068,119.1
15862,8.3559,1005.8,100.15,2.6651,19.32,1046.9,544.77,10.419,8.2782,92.983,110.5
7475,6.2206,1020.1,95.525,2.5506,20.446,1044.1,536.5,10.887,10.588,109.36,115.22
10817,25.758,1013.6,71.746,3.7937,25.514,1091.5,550.13,12.151,0.26479,64.759,133.82
30830,15.983,1010.5,63.674,3.6948,25.567,1079.2,549.96,11.87,0.82542,60.11,133.83
716,8.0869,1004.2,94.723,4.2325,21.735,1065.9,547.99,11.073,2.174,77.974,122.75
35864,16.089,1010.9,79.724,3.6537,31.391,1091.9,532.7,13.519,1.2067,60.566,152.74
21127,16.796,1021.2,79.458,4.0602,32.014,1100.0,533.33,13.685,1.2272,70.754,155.3
18,8.1375,1020.6,79.741,4.0432,23.832,1085.4,549.99,11.835,1.6156,80.639,134.68
17590,18.359,1015.8,60.595,3.4479,24.984,1089.5,549.92,11.974,1.9216,72.848,134.32
15034,9.0301,1005.6,98.46,3.5421,19.164,1049.7,546.21,10.4,4.5186,79.559,111.61
33655,30.727,1007.3,55.435,4.1949,25.614,1080.5,550.01,11.899,0.72661,52.281,128.18
30000,5.7553,1015.9,88.645,3.1984,22.806,1066.4,550.09,11.393,2.195,65.732,125.8
6261,14.71,1012.3,85.153,4.2765,24.793,1087.8,549.99,12.021,2.1469,69.215,134.94
23355,10.881,1014.4,69.139,3.2061,26.048,1075.8,550.13,11.66,3.931,66.471,131.39
32437,18.748,1008.9,90.886,3.6959,24.322,1074.6,549.66,11.716,1.984,54.827,128.52
7423,4.4561,1013.3,95.379,3.1562,23.956,1086.1,550.14,11.867,1.315,82.395,135.36
18963,30.76,1007.7,64.211,4.36,26.328,1094.1,549.72,12.212,1.8977,62.588,134.05
33579,24.553,1007.3,92.636,3.9199,24.01,1071.6,550.32,11.524,2.2244,48.095,123.93
1284,15.629,1022.1,65.921,4.2489,22.23,1071.9,550.29,11.244,2.4123,77.451,122.3
25662,28.423,1014.6,49.853,4.0412,28.008,1097.5,549.57,12.806,1.7208,56.997,141.58
3286,26.86,1011.0,78.713,4.1583,25.919,1091.3,549.84,12.117,1.6026,62.697,133.11
1082,9.1092,1017.6,88.03,4.8136,25.267,1090.2,548.73,12.179,1.3189,93.268,139.12
36568,7.0383,1021.1,84.21,3.9528,32.814,1100.0,533.16,14.029,2.3302,56.86,163.04
32360,20.192,1011.5,87.136,3.9024,26.196,1085.1,549.69,12.16,1.7504,60.725,136.31
2763,26.564,1016.0,71.649,4.0418,25.456,1090.1,549.83,12.108,0.55772,64.338,132.77
6110,21.242,1011.5,87.841,3.5599,19.784,1056.9,550.13,10.465,5.1485,57.101,109.73
14632,14.841,1016.9,91.359,4.273,24.793,1088.6,550.22,12.011,1.4442,72.147,134.67
6244,19.468,1001.1,96.807,3.8695,20.222,1059.5,549.93,10.652,3.9969,54.717,112.19
2538,20.282,1011.2,88.69,5.3773,25.08,1087.6,550.24,11.948,1.9953,69.075,132.73
1354,10.853,1020.0,74.452,4.6566,24.355,1086.4,550.29,11.818,0.98222,77.755,134.5
33719,31.258,1009.3,58.822,4.1704,25.178,1078.4,550.1,11.81,1.6458,50.613,126.32
6585,16.908,1021.2,78.895,4.3458,24.833,1088.8,550.01,11.962,1.6335,67.304,133.5
15615,7.1048,1002.1,100.18,3.0163,23.582,1082.0,549.95,11.727,0.83781,75.516,133.21
14519,12.023,1009.8,95.752,4.1471,24.265,1086.7,549.9,11.934,1.4778,75.346,135.06
29011,11.524,1015.3,67.45,3.0743,22.097,1066.5,550.07,11.231,3.285,64.457,124.16
13114,28.624,1016.5,55.082,4.1471,25.978,1094.3,549.68,12.263,1.319,66.136,133.75
22544,11.521,1022.3,70.374,4.0838,36.421,1100.0,533.99,13.93,2.2871,53.193,160.43
19049,24.488,1009.8,75.701,4.204,25.628,1091.0,549.96,12.148,1.7957,63.865,133.69
31695,22.366,1014.0,72.69,3.8052,25.836,1083.7,550.01,12.037,1.5088,61.28,134.31
29955,2.7969,1001.5,90.015,3.4021,24.65,1076.8,549.83,11.879,0.69118,66.141,135.37
28798,18.691,1012.3,64.537,3.4954,24.406,1078.9,549.93,11.872,1.9813,52.418,130.92
31471,15.249,1012.5,76.038,3.7528,25.43,1088.3,550.15,11.918,1.0418,59.992,134.24
1352,11.404,1018.6,63.874,4.6904,24.533,1087.4,549.94,11.958,0.48835,76.652,135.19
34278,32.31,1007.8,67.76,4.1013,24.036,1071.6,550.06,11.506,2.4012,45.778,120.46
7492,6.3297,1021.5,95.555,2.8704,23.649,1084.0,550.03,11.841,1.8833,76.986,134.29
29187,7.5159,1031.6,77.249,3.2683,23.078,1074.1,549.99,11.598,3.5813,69.011,130.2
32340,16.08,1011.4,94.03,3.7834,25.02,1080.7,549.97,12.019,1.2878,61.288,134.06
8512,3.3044,1020.5,85.111,4.0118,23.488,1083.9,550.25,11.681,0.65845,83.713,133.2
2182,15.429,1003.3,84.43,4.246,20.162,1058.3,550.07,10.57,3.4741,71.586,113.67
34786,23.979,1007.4,97.286,5.1292,29.873,1099.9,547.02,13.078,1.526,53.807,145.57
1800,17.724,996.62,95.949,6.3253,30.311,1100.0,540.05,13.241,0.53918,69.316,151.23
20935,16.996,1009.4,87.91,3.1173,24.482,1083.2,549.55,11.761,2.1644,81.93,130.64
29032,7.0775,1020.4,74.012,3.1966,23.002,1073.7,550.11,11.615,2.7025,63.422,130.36
34727,29.423,1005.5,64.55,5.2335,30.332,1099.9,545.91,13.093,1.569,56.997,146.94
14071,12.85,1017.8,78.817,4.2335,26.482,1091.5,544.14,12.564,1.0958,72.063,142.65
17706,21.616,1012.6,68.386,3.5895,25.485,1090.7,550.01,12.158,1.326,69.518,133.88
14769,14.751,1011.4,95.517,4.2423,24.538,1086.7,549.97,11.889,1.2838,71.192,133.77
8224,8.7519,1014.4,79.748,3.8413,23.807,1085.1,549.88,11.822,1.4515,78.718,134.55
11978,24.706,1006.2,65.242,3.8511,25.796,1091.3,549.96,12.236,0.23388,63.998,134.27
11081,28.008,1010.2,63.619,3.8522,25.593,1091.5,549.88,12.124,0.51475,63.605,133.83
31046,18.333,1007.2,79.053,4.2623,29.859,1094.6,545.42,13.059,1.6836,80.793,147.48
28883,12.702,1019.4,80.673,3.2608,23.183,1073.0,549.82,11.63,2.981,57.475,128.21
17119,19.756,1008.3,65.525,3.3958,25.289,1088.9,550.09,12.0,2.5454,73.595,133.71
14959,5.0351,1029.7,91.719,4.025,23.491,1084.8,550.04,11.808,1.8558,86.415,134.68
3669,28.864,1009.7,71.149,4.2407,26.103,1092.4,549.9,12.177,1.0085,60.806,133.22
18216,29.517,1010.8,42.663,3.9782,26.348,1094.1,550.12,12.245,1.2774,72.685,132.83
25949,28.659,1012.5,34.479,4.3371,30.057,1099.9,544.66,13.241,1.236,53.652,148.02
21926,8.3955,1020.2,75.163,3.1319,24.136,1084.5,549.71,11.833,1.1835,69.01,133.93
16538,12.719,1012.0,82.101,2.9489,22.549,1074.9,550.12,11.344,3.0579,80.148,125.7
18967,30.591,1007.6,61.369,4.4616,26.567,1095.7,550.33,12.294,1.6102,62.046,134.28
4278,31.65,1011.2,39.916,4.3581,26.737,1096.2,550.0,12.397,1.6558,76.556,133.79
20060,31.989,1011.0,38.216,5.2351,27.097,1098.6,549.8,12.508,0.77608,73.764,134.8
1936,16.48,1003.1,76.537,4.1447,20.732,1061.8,550.0,10.618,3.4645,71.931,115.54
18260,28.163,1000.1,61.287,4.0054,26.55,1094.3,550.38,12.247,1.3899,73.568,134.47
16290,12.192,1020.2,94.078,3.1405,24.168,1085.9,549.97,11.861,1.6955,79.424,133.24
9551,10.178,1011.3,88.569,4.8399,27.519,1100.2,546.2,12.844,1.1663,81.535,149.01
27071,30.197,1018.1,39.288,3.3545,21.347,1059.8,549.88,10.842,3.6826,53.845,113.08
19336,23.21,1006.1,92.899,4.3217,25.275,1089.9,550.29,12.121,1.1015,56.366,133.89
11388,24.023,1010.6,40.504,3.8032,25.644,1092.6,549.9,12.173,0.74107,74.107,134.78
12960,24.949,1012.9,81.886,3.9501,25.473,1091.2,550.39,12.176,0.18257,56.936,132.99
7061,13.442,996.47,98.652,3.0439,24.286,1084.1,550.01,11.868,1.7303,72.364,133.77
29152,5.2538,1034.1,85.125,3.2394,22.926,1073.9,550.05,11.64,3.1454,68.647,129.98
3300,25.117,1008.7,87.093,4.1465,25.546,1089.7,550.0,12.185,1.7021,59.205,132.83
9371,15.953,1014.2,81.873,4.6476,24.716,1088.2,550.15,11.995,1.6055,73.776,133.36
16209,9.7697,1016.6,81.064,3.0716,23.844,1084.1,549.88,11.836,2.8934,80.231,133.78
35404,17.344,1021.7,80.474,5.4152,31.47,1100.0,539.69,13.561,1.1159,55.633,153.71
10051,16.764,1004.7,96.814,3.3594,21.649,1069.3,550.2,11.011,1.5598,61.903,120.8
13978,14.671,1026.1,81.435,3.9605,24.269,1088.2,550.07,12.013,1.3762,73.353,133.98
35678,17.524,1015.3,93.044,4.4778,24.662,1078.6,549.95,11.887,1.8603,56.633,130.24
35533,18.215,1020.6,91.548,4.0704,22.473,1065.7,550.02,11.27,3.4923,58.089,120.35
17658,22.358,1022.5,63.72,3.5783,25.321,1091.1,549.7,12.193,1.1983,70.693,133.61
35672,19.578,1015.5,82.569,4.5458,25.106,1080.3,549.87,11.899,1.8414,57.019,130.88
29432,8.5376,1026.1,75.234,4.4944,32.366,1099.9,532.78,14.055,2.2172,50.802,161.72
21753,18.761,1006.4,78.186,2.7774,20.555,1060.6,549.92,10.717,2.2781,60.504,113.13
23144,7.0325,1016.2,85.37,3.1558,26.557,1073.0,549.84,11.637,2.6818,71.865,129.76
25253,24.949,1015.5,60.549,4.3875,31.611,1100.0,539.58,13.571,1.6399,50.813,151.85
11967,32.137,1005.3,49.922,4.6066,30.253,1099.7,539.8,13.271,0.39906,56.633,147.62
5205,25.558,1011.9,73.227,4.4192,25.849,1092.1,550.29,12.164,1.5375,64.912,133.83
29581,9.6184,1021.2,94.407,3.13,23.129,1067.4,549.88,11.316,1.5995,66.593,127.21
36403,14.033,1011.6,87.569,2.7407,22.371,1064.4,550.01,11.231,2.0379,63.118,122.25
24421,11.17,1012.7,88.591,2.8443,18.981,1047.5,549.67,10.426,5.7789,72.536,110.05
9032,5.4366,1024.4,88.793,4.114,23.585,1084.4,550.05,11.793,1.0699,60.38,134.66
33943,25.157,1007.1,94.154,4.2364,25.805,1081.2,550.15,11.875,1.8178,50.416,130.18
9921,12.51,1018.0,84.626,3.2202,21.729,1073.2,550.04,11.23,2.3847,73.401,124.87
34219,24.256,1010.3,98.394,4.0316,23.964,1072.3,550.34,11.525,1.9857,46.285,123.9
20317,25.402,1010.5,81.319,5.9338,29.759,1100.0,540.92,13.165,0.48789,59.8,144.7
32378,23.382,1012.3,78.213,4.6533,31.225,1099.9,542.36,13.374,1.329,56.399,151.61
15759,11.759,1009.3,84.852,3.2163,24.286,1085.9,549.91,11.967,2.3095,80.498,134.57
22626,14.471,1009.4,54.972,3.067,26.73,1073.8,550.12,11.553,3.6376,67.481,128.84
5664,23.933,1011.2,84.714,3.8575,21.911,1068.9,550.13,11.104,3.6569,54.958,117.75
19180,27.841,1011.7,54.964,3.521,20.081,1058.3,550.0,10.66,3.8282,50.912,109.24
25475,22.204,1012.7,55.551,4.3368,31.194,1100.1,540.03,13.546,1.4367,52.106,153.64
34558,23.731,1013.0,88.503,5.0888,30.693,1099.9,543.86,13.235,1.234,51.2,148.02
16513,9.4217,1019.5,75.82,3.0739,23.97,1084.8,549.99,11.81,3.1004,85.732,134.11
11879,31.061,1003.9,51.08,4.416,29.501,1100.0,542.97,13.004,0.062556,60.643,143.59
15052,10.446,1018.2,84.241,2.9752,24.087,1085.8,549.94,11.927,1.2025,74.572,134.19
23325,11.232,1021.3,66.424,3.1936,29.195,1076.7,549.96,11.822,3.8295,68.339,131.31
18923,28.103,1007.2,52.826,4.2307,26.175,1093.6,549.59,12.178,0.90311,66.751,134.15
14667,10.197,1019.5,100.16,5.1239,23.468,1082.1,550.0,11.708,1.7054,76.926,131.3
7876,9.0689,1014.9,95.544,3.6933,23.594,1084.0,550.06,11.787,0.49857,77.147,133.69
19872,27.139,1013.0,56.723,4.8243,26.002,1092.5,550.31,12.278,1.4222,65.562,133.35
32511,21.162,1003.0,89.065,3.9329,24.449,1075.2,550.16,11.762,1.9828,51.076,128.02
6124,19.848,1011.9,91.848,4.4821,25.269,1090.2,549.61,12.007,2.2989,65.76,134.27
34520,32.099,1006.9,53.367,4.0654,23.376,1067.6,549.95,11.225,2.6424,51.172,117.91
16017,11.58,1016.6,82.23,2.6264,20.309,1049.5,541.79,10.75,8.7951,94.503,113.55
5458,19.077,1009.1,81.542,4.2316,25.157,1088.7,550.14,11.986,2.2803,68.168,133.78
14611,13.943,1020.4,88.919,4.0964,24.02,1084.7,550.05,11.761,1.7744,73.948,132.22
30621,15.63,1012.2,81.792,3.6052,25.816,1080.5,549.99,12.001,1.2125,60.358,135.15
2924,20.251,1012.0,92.477,3.5683,19.885,1057.2,549.96,10.513,3.989,56.652,110.85
34954,20.842,1012.5,91.044,5.1953,30.532,1100.0,544.12,13.266,1.1236,57.372,148.96
32967,22.611,1012.2,94.637,3.687,23.629,1068.2,549.77,11.401,3.5281,48.577,121.92
21669,13.943,1020.5,88.183,4.245,32.522,1100.0,531.68,13.798,1.2093,77.056,155.79
8222,8.7066,1013.7,79.63,3.8153,23.658,1084.3,549.99,11.826,1.3421,77.281,133.65
24122,18.993,1013.1,64.718,3.44,25.627,1082.8,550.3,12.019,2.9933,60.109,134.11
1668,11.509,995.25,100.03,4.3825,19.365,1054.2,549.96,10.318,3.2227,72.878,111.72
9718,9.0196,1007.5,84.455,4.1659,22.112,1070.7,548.06,11.356,2.2953,82.151,125.63
17216,20.725,1006.7,65.516,3.4727,25.831,1091.6,550.01,12.071,1.7727,73.678,135.26
24537,27.759,1012.2,35.098,3.6828,31.826,1091.0,549.7,12.486,1.9977,63.41,136.49
34875,25.888,1011.4,69.014,5.3033,31.218,1100.0,542.28,13.358,1.6002,56.038,149.26
3462,28.006,1015.8,48.469,4.2173,25.98,1093.3,549.56,12.164,1.3316,69.756,133.79
22204,0.72327,1025.4,64.393,2.8395,23.101,1076.2,550.15,11.797,2.562,84.708,133.82
542,7.7227,1024.0,84.37,5.9082,33.911,1099.8,526.52,14.271,0.137,62.44,163.39
18659,29.906,1006.1,35.884,4.2099,26.324,1094.1,550.19,12.249,4.4991,69.598,133.87
31241,15.825,1008.1,85.06,3.6901,25.488,1087.7,550.08,11.998,1.0047,61.05,133.92
17694,17.167,1013.7,71.092,3.3267,24.249,1084.5,550.23,11.905,2.5335,68.762,131.14
23802,13.694,1006.2,83.342,3.5713,29.144,1086.2,549.8,12.173,2.7918,60.577,138.75
27950,19.711,1014.3,66.972,3.7912,24.038,1077.9,549.78,11.745,1.7875,48.136,129.75
20698,10.683,1026.3,89.907,3.0248,24.258,1085.2,550.14,11.909,0.7255,64.125,132.88
24112,17.653,1017.0,48.061,3.5234,28.979,1083.1,549.8,12.043,1.5613,60.287,134.01
31407,9.8396,1014.2,92.728,3.5581,24.295,1081.9,550.13,11.751,1.4251,60.25,131.15
33206,24.781,1015.9,66.681,4.6436,29.795,1099.7,546.53,13.098,0.90085,54.313,149.13
6443,16.721,1014.6,91.709,4.4278,24.771,1087.6,550.15,11.94,1.6966,64.715,133.0
22834,12.714,997.06,86.485,3.2485,23.752,1074.8,550.18,11.627,3.6164,63.307,131.05
24363,23.328,1004.7,42.04,3.6063,33.102,1086.5,550.11,12.265,2.0237,64.475,135.03
1824,15.093,1003.4,89.02,4.1242,19.466,1054.6,550.01,10.385,3.8531,69.959,110.7
13731,24.425,1010.3,59.796,4.7783,28.856,1100.1,541.32,13.235,1.1931,67.128,145.46
30232,13.191,1021.0,99.473,3.6981,25.71,1080.3,550.01,12.086,1.2487,59.858,134.92
10132,16.913,1009.6,92.271,3.6254,24.577,1087.2,550.12,11.813,0.46431,65.56,133.67
7640,9.8712,1017.2,84.249,4.6983,32.341,1100.2,530.58,13.929,1.0428,70.558,159.99
3256,23.204,1012.8,95.665,3.7278,20.257,1059.8,549.8,10.661,5.0276,51.184,111.73
22806,17.476,994.44,49.791,3.3335,28.427,1074.9,549.94,11.683,3.2388,62.089,129.47
8515,5.5503,1020.6,89.359,5.1338,31.786,1100.1,531.48,13.796,0.5208,66.056,160.67
9593,15.786,1014.4,74.837,5.6067,31.591,1100.4,532.42,13.849,1.2117,66.494,157.1
35519,18.631,1020.1,86.057,4.1066,22.667,1066.8,549.98,11.286,2.7465,58.102,120.9
3525,25.521,1008.0,60.242,4.256,26.254,1092.0,549.26,12.22,1.305,70.223,133.64
10649,22.605,1014.7,75.865,4.4143,30.648,1100.1,536.41,13.544,0.65365,56.642,152.31
12886,30.344,1009.2,57.009,3.468,20.99,1064.4,549.91,10.874,1.6849,51.193,112.76
36284,8.9564,1016.3,80.151,2.6225,21.45,1062.7,549.98,11.137,0.99941,69.339,121.92
26930,25.908,1013.5,50.884,3.6705,23.859,1075.1,549.93,11.636,2.0789,56.155,125.45
6104,22.503,1012.6,81.582,4.4134,25.258,1089.8,549.87,12.016,1.0239,61.294,132.73
3628,32.492,1008.5,56.292,4.3671,26.817,1095.4,549.82,12.223,0.26433,59.829,133.84
25489,21.726,1011.5,66.301,4.3312,30.924,1099.9,541.33,13.409,1.2753,53.181,150.37
3478,25.833,1014.9,67.879,4.1509,25.715,1091.4,550.12,12.126,1.4712,66.657,132.79
13452,23.154,1014.0,71.004,4.4694,28.885,1100.4,543.4,12.992,1.1426,61.138,146.73
29100,5.352,1026.3,74.905,3.2635,22.991,1074.3,549.86,11.542,3.196,68.848,130.16
2998,24.328,1006.9,88.728,4.1481,25.828,1090.3,549.82,12.129,1.7026,60.907,133.38
28434,16.653,1023.2,63.808,3.2956,23.776,1076.8,550.42,11.701,2.7683,57.27,129.87
6476,12.863,1017.9,80.716,4.1738,24.327,1087.5,550.09,11.934,1.7282,70.283,134.61
36263,11.174,1014.2,86.203,2.661,23.611,1063.9,549.86,11.204,1.6488,68.189,122.43
30879,16.84,1013.4,80.103,3.6613,25.669,1080.1,549.89,11.985,1.3531,60.677,134.14
17545,16.468,1012.5,76.057,3.4209,24.8,1087.9,550.1,12.042,1.5195,69.564,134.24
19012,27.245,1011.3,70.713,4.3138,25.916,1093.1,549.72,12.166,1.4497,60.463,134.15
2653,17.432,1006.3,89.909,4.0128,24.608,1086.0,549.95,11.819,0.98954,67.192,133.42
2392,21.129,1003.0,75.061,4.2875,20.223,1057.8,549.84,10.63,2.8034,60.323,111.47
31655,14.936,1012.9,93.876,3.7566,25.11,1080.6,550.03,11.97,1.3071,62.055,134.49
30266,11.993,1018.3,100.06,4.8269,25.011,1076.8,549.92,11.885,1.2461,59.24,133.44
1292,9.7232,1020.2,86.288,4.026,19.75,1041.9,539.01,10.539,6.3123,89.968,110.97
33918,24.546,1007.6,94.247,3.7903,23.005,1066.8,549.86,11.283,3.0663,46.907,120.22
36643,2.3888,1013.2,73.103,2.6513,23.873,1060.9,549.21,11.092,3.8261,78.983,122.79
4129,33.159,1005.3,45.679,4.5064,27.263,1097.5,549.97,12.509,0.52772,66.87,135.01
20678,9.2874,1026.0,91.062,2.4424,19.048,1051.2,547.62,10.493,3.922,71.15,110.05
3182,21.046,1008.8,89.564,4.2198,25.418,1090.1,550.03,12.157,1.4879,63.925,134.99
27285,18.66,1015.2,71.093,3.7287,24.077,1078.3,550.46,11.791,1.8736,58.994,130.53
26297,34.112,1003.8,50.211,4.2488,29.293,1099.9,548.38,13.006,2.5234,55.761,144.97
10013,13.445,1005.7,95.894,3.6328,24.333,1085.2,549.92,11.739,1.6465,69.969,133.64
2833,24.695,1006.2,65.364,4.7607,30.85,1099.8,537.74,13.307,1.2864,66.227,151.08
31891,15.503,1009.1,93.162,3.7515,24.686,1077.6,550.09,11.776,1.5323,61.086,132.26
35980,6.312,1020.2,82.147,2.5014,21.55,1063.2,549.89,11.157,2.836,74.386,122.85
3997,27.115,1009.3,90.954,4.3762,26.228,1092.7,550.19,12.209,1.0782,54.673,134.22
35874,14.332,1012.1,63.975,2.7656,24.158,1078.4,550.15,11.835,1.3921,61.882,132.51
4878,24.613,1014.8,67.125,3.9987,23.814,1080.8,550.25,11.63,1.8757,62.033,126.16
34056,25.547,1005.4,95.722,4.167,25.294,1079.5,549.98,11.954,1.4704,46.493,129.07
17129,16.894,1003.8,73.403,2.6256,19.191,1052.4,550.02,10.318,4.4692,63.942,107.57
5879,14.426,1013.4,79.921,4.128,24.599,1086.7,550.02,11.959,1.9049,72.63,133.8
7595,11.036,1019.1,93.152,3.9001,32.435,1100.2,530.14,13.898,0.46723,62.923,160.24
23348,10.666,1017.0,72.577,3.1876,28.857,1075.3,550.08,11.738,3.477,67.347,130.88
20113,27.725,1010.5,62.99,5.136,26.315,1095.1,550.25,12.25,1.0346,63.562,134.93
21585,14.652,1015.1,88.687,3.243,24.874,1087.5,550.1,12.019,1.1242,62.961,134.16
16935,10.836,1005.2,91.623,3.2216,24.159,1084.2,549.93,11.839,3.4611,84.054,133.35
810,9.737,1012.0,96.238,6.2709,33.294,1100.0,529.1,13.979,0.41715,66.74,161.32
34340,25.08,1004.5,95.74,4.9344,29.783,1099.8,547.59,13.032,1.4519,53.213,144.97
21627,14.02,1021.3,69.422,3.5954,28.021,1091.4,541.1,12.776,1.2996,72.323,143.24
27790,16.751,1020.9,69.297,3.7166,24.03,1079.0,550.26,11.864,2.2673,51.843,131.3
5332,23.722,1009.9,83.964,4.3361,25.771,1091.3,550.05,12.109,2.2625,64.784,133.84
13889,15.837,1019.3,81.311,5.148,33.129,1099.8,525.94,14.167,0.85447,64.51,160.37
28464,11.134,1017.9,84.386,3.2728,23.433,1075.7,549.61,11.744,3.4583,59.163,130.84
27438,26.078,1016.0,55.428,3.9933,25.186,1083.0,550.01,12.14,2.1058,55.901,131.38
30371,9.8531,1014.2,95.578,3.5229,24.725,1075.3,550.04,11.81,1.3158,61.502,133.13
32245,20.854,1015.5,68.652,4.5976,31.589,1100.0,540.34,13.487,1.1353,58.815,154.38
11603,29.572,1005.6,67.263,4.1122,27.746,1095.8,545.93,12.557,0.45961,59.311,139.71
28868,22.269,1017.3,57.697,4.2194,29.589,1099.8,543.98,13.259,1.496,50.864,148.57
17627,9.1043,1023.1,82.31,2.7043,19.485,1042.8,539.96,10.447,10.362,101.19,110.31
14244,10.672,1026.9,88.951,3.9707,23.641,1085.3,550.08,11.932,1.7166,77.145,133.73
297,5.5259,1012.3,92.777,5.6597,33.498,1100.1,526.33,14.241,0.94261,68.977,165.8
18645,19.67,1009.8,76.099,3.8313,24.988,1088.0,550.2,12.034,4.8723,60.787,133.65
31560,13.793,1003.5,92.255,3.6696,24.737,1078.7,549.81,11.856,1.4481,65.906,133.98
22168,12.451,1015.3,86.412,4.2101,31.651,1099.9,534.04,13.64,1.5815,72.429,155.79
21219,21.373,1015.6,75.79,4.3592,33.927,1100.3,528.34,13.98,0.74503,79.639,154.99
26726,31.91,1007.8,55.28,4.1488,27.948,1093.4,548.91,12.609,2.0728,56.975,139.68
17528,12.59,1011.9,92.735,3.071,22.114,1070.5,548.11,11.274,4.3255,80.069,123.76
33959,25.889,1003.6,81.855,4.1195,25.214,1078.7,550.03,11.82,1.8436,48.498,128.3
11508,28.443,1008.7,64.277,3.9408,25.619,1092.1,550.42,12.165,0.30484,64.917,133.71
32304,24.772,1015.7,47.016,4.5791,31.043,1100.0,542.75,13.33,1.3928,61.286,152.2
25088,25.412,1014.7,60.351,3.6589,26.337,1089.1,550.02,12.405,1.9209,53.125,136.67
13891,14.947,1018.9,84.974,3.8566,23.744,1085.1,550.19,11.864,1.5717,74.22,132.4
9795,11.425,1009.3,91.551,3.6311,24.851,1088.6,549.02,12.061,1.316,68.688,138.01
21905,8.1444,1020.1,91.141,2.9195,22.449,1074.6,550.43,11.347,2.0048,66.231,126.32
30894,12.157,1015.0,98.267,3.7251,25.381,1078.8,549.97,11.933,0.90669,59.297,133.97
17872,18.453,1017.2,82.654,3.4985,24.838,1088.3,550.02,12.014,1.7647,64.733,133.26
19895,25.659,1015.7,73.811,4.8906,26.064,1093.9,550.33,12.244,1.5831,63.036,134.8
988,5.5635,1025.1,80.769,5.0641,28.19,1064.9,522.38,12.793,12.286,85.191,141.57
21460,18.267,1016.0,75.739,3.4907,27.139,1098.2,549.45,12.442,0.93528,77.824,141.38
34989,27.568,1014.2,72.242,5.2318,29.909,1099.9,546.42,13.123,1.3188,56.439,145.64
9284,12.314,1023.3,63.006,5.6729,32.516,1099.9,528.98,13.979,0.66549,64.502,159.8
26453,28.354,1014.1,65.555,4.3525,29.703,1099.9,545.56,13.13,1.3916,53.634,147.0
14629,14.437,1018.2,91.565,4.2418,24.414,1086.2,550.13,11.831,1.4116,71.962,132.98
16805,14.475,1007.8,88.634,3.2565,24.848,1086.7,550.0,11.85,1.563,79.498,133.91
29280,10.436,1026.0,69.013,3.2974,23.178,1074.7,550.36,11.726,3.4418,62.542,129.72
22934,5.1128,1014.9,72.48,2.9794,22.773,1071.3,549.87,11.509,4.2077,87.223,129.5
29273,10.965,1025.9,70.127,3.3757,23.727,1078.2,550.17,11.771,3.7942,61.33,132.24
31227,5.6717,1007.9,94.796,3.6151,25.056,1085.9,549.56,11.88,1.203,66.223,136.07
30969,18.367,1023.8,48.144,3.7389,26.083,1083.3,549.9,12.097,1.0346,71.519,134.94
12346,20.877,1012.0,91.968,3.132,19.977,1059.5,549.88,10.533,2.1844,55.052,111.76
5204,24.126,1011.5,81.998,4.416,25.77,1091.9,550.34,12.147,1.4605,63.375,133.81
18072,24.728,1008.8,50.105,3.7835,25.324,1090.1,550.33,12.131,1.0388,71.678,133.27
6989,19.39,998.25,80.404,3.0512,24.93,1087.0,549.71,11.984,0.27053,72.351,133.28
4437,27.919,1005.5,72.504,4.4309,26.682,1094.8,550.18,12.29,3.8834,68.658,134.73
2308,22.972,1017.3,78.493,5.3062,25.738,1091.7,549.87,12.21,1.317,73.429,134.76
30130,7.3542,1023.4,90.47,3.3412,24.245,1076.1,549.77,11.856,1.5536,64.128,134.51
15352,5.9974,1022.6,95.743,3.0143,24.053,1086.0,550.11,11.951,2.921,84.073,134.87
20813,17.804,1021.4,95.047,2.4954,19.463,1054.5,549.88,10.431,5.1081,67.001,108.59
21268,18.243,1020.4,81.421,4.1611,32.478,1099.9,532.33,13.771,1.1898,71.892,155.09
24164,8.6529,1017.1,72.455,2.608,18.59,1040.6,546.94,10.254,7.8339,82.642,107.69
21456,16.855,1017.3,86.719,3.4454,26.373,1094.6,549.71,12.265,1.4044,72.057,138.64
17147,15.099,998.75,100.12,3.5477,25.975,1089.4,548.39,12.131,1.7992,66.961,137.54
20701,9.7394,1025.7,92.143,2.4296,18.951,1046.6,545.23,10.318,4.9516,76.737,108.71
6391,17.048,1012.9,100.11,7.6106,25.204,1089.6,550.17,12.018,2.4949,64.636,134.39
35086,24.637,1010.1,72.399,5.3541,30.561,1100.1,544.19,13.254,1.2111,54.645,148.58
29168,3.6327,1032.5,84.951,3.2007,22.442,1071.7,549.92,11.561,4.3188,69.118,129.32
